comment_id,message,plu_pro,sin_pro,word_count,char_count,allcaps_c,emoji_count,emoji_categories,clarity_mean,arousal_mean,valence_mean,familarity_mean,complexity_mean
ct_936,beautiful wow,0,0,2,13,0,0,[],[],[],[],[],[]
ct_938,:hatching_chick:,0,0,1,16,0,1,['animal-bird'],[],[],[],[],[]
ct_943,:glowing_star:,0,0,1,14,0,1,['sky & weather'],[],[],[],[],[]
ct_944,"this band, this music, brings me hope in future... we need quality in music!!",1,1,14,77,0,0,[],[],[],[],[],[]
ct_945,a thousand thanks arte!:star_struck::thumbs_up::smiling_cat_with_heart_eyes:,0,0,4,76,1,3,"['cat-face', 'face-affection', 'hand-fingers-closed']",[58.615385],[70.961538],[88.807692],[48.807692],[62.576923]
ct_947,this really made my day. ,0,1,5,25,0,0,[],[],[],[],[],[]
ct_948,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,64,0,2,[],[],[],[],[],[]
ct_952,big up much love to all from detroit michigan ,0,0,9,46,0,0,[],[],[],[],[],[]
ct_954,quality ...rare these days,0,0,4,26,0,0,[],[],[],[],[],[]
ct_956,i was there. mind blowing brilliance. loved every second and didnt want it to end. thank you air x,0,1,19,98,0,0,[],[],[],[],[],[]
ct_958,:winking_face_with_tongue:,0,0,1,26,0,1,['face-tongue'],[50.192308],[58.115385],[75.923077],[80.038462],[52.923077]
ct_959,:raising_hands_light_skin_tone:,0,0,1,31,0,1,[],[],[],[],[],[]
ct_960,thank you so so mch for this gift @arte concert ,0,0,10,48,1,0,[],[],[],[],[],[]
ct_962,merci air merci arte merci youtube:purple_heart::purple_heart::purple_heart::purple_heart::purple_heart::purple_heart:,0,0,6,118,6,6,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_964,whats this final song btw?,0,0,5,26,0,0,[],[],[],[],[],[]
ct_969,electronic performers,0,0,2,21,0,0,[],[],[],[],[],[]
ct_971,:full_moon_face::rocket:,0,0,1,24,0,2,"['sky & weather', 'transport-air']",[],[],[],[],[]
ct_975,where is my first usb mp3 player :star_struck:,0,1,8,46,0,1,['face-affection'],[58.615385],[70.961538],[88.807692],[48.807692],[62.576923]
ct_976,:hands-yellow-heart-red: :globe_with_meridians:,0,0,2,47,0,1,['place-map'],[],[],[],[],[]
ct_978,thank you,0,0,2,9,0,0,[],[],[],[],[],[]
ct_979,right tap ,0,0,2,10,2,0,[],[],[],[],[],[]
ct_980,:face-red-heart-shape:,0,0,1,22,0,0,[],[],[],[],[],[]
ct_982,"i watched this on streaming the whole weekend after the gig until it was taken down, great to have it for a year!",0,1,23,113,0,0,[],[],[],[],[],[]
ct_983,right right tap,0,0,3,15,3,0,[],[],[],[],[],[]
ct_987,@emmet brown a french pun,0,0,5,25,0,0,[],[],[],[],[],[]
ct_988,:ghost:,0,0,1,7,0,1,['face-costume'],[],[],[],[],[]
ct_989,scary,0,0,1,5,0,0,[],[],[],[],[],[]
ct_990,:musical_keyboard::heart_with_ribbon:,0,0,1,37,0,2,"['emotion', 'musical-instrument']",[],[],[],[],[]
ct_991,will this stay on youtube ? @arte concert ,0,0,8,42,1,0,[],[],[],[],[],[]
ct_998,:fire:,0,0,1,6,0,1,['sky & weather'],[],[],[],[],[]
ct_1000,united @arte concert ,0,0,3,21,2,0,[],[],[],[],[],[]
ct_1004,@arte concert a french/german tv for a french band,0,0,9,50,2,0,[],[],[],[],[],[]
ct_1005,riding on magnetic waves,0,0,4,24,0,0,[],[],[],[],[],[]
ct_1009,thanks for not cutting out a song :winking_face: @arte concert ,0,0,10,63,1,1,['face-smiling'],[53.580645],[45.870968],[63.935484],[82.354839],[27.516129]
ct_1010,:raising_hands_light_skin_tone::folded_hands_light_skin_tone:,0,0,1,61,0,2,[],[],[],[],[],[]
ct_1011,incredible sound,0,0,2,16,0,0,[],[],[],[],[],[]
ct_1012,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,1,88,0,0,[],[],[],[],[],[]
ct_1013,:smiling_face_with_hearts::smiling_face_with_hearts::smiling_face_with_hearts:,0,0,1,78,0,3,"['face-affection', 'face-affection', 'face-affection']","[79.75, 79.75, 79.75]","[42.428571, 42.428571, 42.428571]","[90.464286, 90.464286, 90.464286]","[87.0, 87.0, 87.0]","[51.678571, 51.678571, 51.678571]"
ct_1015,where is sawtooth solo on ms-20,0,0,6,31,1,0,[],[],[],[],[],[]
ct_1019,:fireworks: :fireworks: :fireworks:,0,0,3,35,0,3,"['event', 'event', 'event']",[],[],[],[],[]
ct_1024,austin texas is ready for air :raising_hands_medium_skin_tone::raising_hands_medium_skin_tone:,0,0,7,94,1,2,[],[],[],[],[],[]
ct_1026,oh no visitours thought viewers lol,0,0,6,35,0,0,[],[],[],[],[],[]
ct_1027,so fragile and epic in one moment,0,0,7,33,0,0,[],[],[],[],[],[]
ct_1030,said lost in translation and i was @arte concert lol,0,1,10,52,1,0,[],[],[],[],[],[]
ct_1035,psyche :grinning_face:,0,0,2,22,1,1,['face-smiling'],[78.612903],[50.096774],[80.096774],[81.741935],[22.612903]
ct_1036,:face_with_tears_of_joy:,0,0,1,24,0,1,['face-smiling'],[85.846154],[74.269231],[92.153846],[99.076923],[58.538462]
ct_1038,@arte concert always quality thank you,0,0,6,38,1,0,[],[],[],[],[],[]
ct_1041,:face-fuchsia-wide-eyes:,0,0,1,24,0,0,[],[],[],[],[],[]
ct_1042,playground love :heart_suit:,0,0,3,28,0,1,['game'],[],[],[],[],[]
ct_1043,thanks @arte concert ,0,0,3,21,1,0,[],[],[],[],[],[]
ct_1045,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,64,0,2,[],[],[],[],[],[]
ct_1046,:hand-orange-covering-eyes:,0,0,1,27,0,0,[],[],[],[],[],[]
ct_1047,whistle it,0,0,2,10,0,0,[],[],[],[],[],[]
ct_1050,suuuuperrrrrrr:red_heart::glowing_star:,0,0,1,39,0,2,"['emotion', 'sky & weather']",[],[],[],[],[]
ct_1051,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,1,110,0,0,[],[],[],[],[],[]
ct_1053,thank you arte :heart_with_ribbon:,0,0,4,34,0,1,['emotion'],[],[],[],[],[]
ct_1054,many thanks for the recording and thanks for not cutting out a song :winking_face: @arte concert ,0,0,16,97,1,1,['face-smiling'],[53.580645],[45.870968],[63.935484],[82.354839],[27.516129]
ct_1058,:fish-orange-wide-eyes::fish-orange-wide-eyes::fish-orange-wide-eyes::fish-orange-wide-eyes:,0,0,1,92,0,0,[],[],[],[],[],[]
ct_1059,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0,0,1,112,0,7,"['hands', 'hands', 'hands', 'hands', 'hands', 'hands', 'hands']",[],[],[],[],[]
ct_1061,they are amazing!!!,0,0,3,19,0,0,[],[],[],[],[],[]
ct_1062,:clapping_hands_light_skin_tone: :clapping_hands_light_skin_tone: :clapping_hands_light_skin_tone:,0,0,3,98,0,3,[],[],[],[],[],[]
ct_1063,do it again please,0,0,4,18,0,0,[],[],[],[],[],[]
ct_1065,thanks arte thanks air ,0,0,4,23,0,0,[],[],[],[],[],[]
ct_1066,:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:,0,0,1,75,0,0,[],[],[],[],[],[]
ct_1067,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,160,0,5,[],[],[],[],[],[]
ct_1069,magnifique:purple_heart::purple_heart::purple_heart::purple_heart:,0,0,1,66,1,4,"['emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_1079,people aer people why i cant you and i get along so naturallly,0,2,13,62,0,0,[],[],[],[],[],[]
ct_1082,:clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:,0,0,1,96,0,6,"['hands', 'hands', 'hands', 'hands', 'hands', 'hands']",[],[],[],[],[]
ct_1086,:grinning_cat_with_smiling_eyes:,0,0,1,32,0,1,['cat-face'],[],[],[],[],[]
ct_1087,thank you arte :),0,0,4,17,0,0,[],[],[],[],[],[]
ct_1090,thank you for this,0,0,4,18,0,0,[],[],[],[],[],[]
ct_1093,bye from germany ,0,0,3,17,0,0,[],[],[],[],[],[]
ct_1095,thank you so much arte concert!! :two_hearts::two_hearts::two_hearts:,0,0,7,69,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_1099,:red_heart::red_heart::red_heart::red_heart::red_heart:,0,0,1,55,0,5,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_1100,needless to say i subscribed ,0,1,5,29,0,0,[],[],[],[],[],[]
ct_1102,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,1,110,0,0,[],[],[],[],[],[]
ct_1104,incredible. ,0,0,1,12,0,0,[],[],[],[],[],[]
ct_1,is it live a concert stream?,0,0,6,28,0,0,[],[],[],[],[],[]
ct_5,hello everybody! lets enjoy the show!,1,0,6,37,0,0,[],[],[],[],[],[]
ct_6,:eyes-pink-heart-shape::eyes-pink-heart-shape::eyes-pink-heart-shape:,0,0,1,69,0,0,[],[],[],[],[],[]
ct_7,hello :raising_hands_light_skin_tone::partying_face: woow :raising_hands_light_skin_tone::raising_hands_light_skin_tone:,0,0,4,120,0,4,['face-hat'],[80.321429],[61.857143],[87.142857],[68.785714],[72.821429]
ct_11,all profits for play25 shows going to charity,0,0,8,45,0,0,[],[],[],[],[],[]
ct_13,the concert got great reviews in the belgian press.,0,0,9,51,0,0,[],[],[],[],[],[]
ct_16,"well the stuff you can hear sounds good, except the stuff moby is doing...",0,0,14,74,0,0,[],[],[],[],[],[]
ct_18,agree lol ,0,0,2,10,0,0,[],[],[],[],[],[]
ct_19,nice! :smiling_face_with_heart_eyes:,0,0,2,36,0,1,['face-affection'],[78.142857],[49.642857],[91.464286],[88.214286],[41.821429]
ct_20,thanks for the surprise. very cool!!,0,0,6,36,0,0,[],[],[],[],[],[]
ct_22,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,96,0,3,[],[],[],[],[],[]
ct_24,still happy we can enjoy some of the concert,1,0,9,44,0,0,[],[],[],[],[],[]
ct_25,a trip down memory lane for most of the ppl there i suppose,0,1,13,59,0,0,[],[],[],[],[],[]
ct_26,:clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,1,96,0,3,[],[],[],[],[],[]
ct_27,well he be playing lots of stuff :),0,0,8,35,0,0,[],[],[],[],[],[]
ct_30,he doesn't have tattoos anymore?,0,0,5,32,0,0,[],[],[],[],[],[]
ct_32,a full sportpaleis will hold 17000,0,0,6,34,0,0,[],[],[],[],[],[]
ct_33,great :raising_hands_light_skin_tone::raising_hands_light_skin_tone:energy :smiling_face_with_hearts:,0,0,3,101,0,3,['face-affection'],[79.75],[42.428571],[90.464286],[87.0],[51.678571]
ct_34,this sounds absolutely terrible and empty,0,0,6,41,0,0,[],[],[],[],[],[]
ct_41,"@arte concert yes, i've seen lots of shows which were great! this one isn't sadly.",0,1,15,82,1,0,[],[],[],[],[],[]
ct_43,eric does hate watching not good for your brain,0,0,9,47,0,0,[],[],[],[],[],[]
ct_44,whick track is it plz,0,0,5,21,0,0,[],[],[],[],[],[]
ct_46,:star_struck: merci arte concert !! :smiling_face_with_hearts::face_blowing_a_kiss::face_blowing_a_kiss:,0,0,6,104,0,4,"['face-affection', 'face-affection', 'face-affection', 'face-affection']","[58.615385, 79.75, 66.321429, 66.321429]","[70.961538, 42.428571, 46.607143, 46.607143]","[88.807692, 90.464286, 86.964286, 86.964286]","[48.807692, 87.0, 83.5, 83.5]","[62.576923, 51.678571, 46.357143, 46.357143]"
ct_47,it's go,0,0,2,7,0,0,[],[],[],[],[],[]
ct_48,"haha sorry i love moby and the album play, but this is just not what i was hoping for at all. bye!",0,2,22,98,0,0,[],[],[],[],[],[]
ct_53,:smiling_face_with_hearts:,0,0,1,26,0,1,['face-affection'],[79.75],[42.428571],[90.464286],[87.0],[51.678571]
ct_55,:woman_dancing_light_skin_tone::woman_dancing_light_skin_tone::woman_dancing_light_skin_tone::raising_hands_light_skin_tone::raising_hands_light_skin_tone:,0,0,1,155,0,5,[],[],[],[],[],[]
ct_59,thanks for broadcasting ,0,0,3,24,0,0,[],[],[],[],[],[]
ct_60,@arte concert thanks for sharing this show,0,0,7,42,1,0,[],[],[],[],[],[]
ct_62,1. my weakness2. in my heart3.go,0,2,6,32,0,0,[],[],[],[],[],[]
ct_65,inch es ba nayum,0,0,4,16,0,0,[],[],[],[],[],[]
ct_66,crack!!,0,0,1,7,1,0,[],[],[],[],[],[]
ct_69,dance everybody!,0,0,2,16,0,0,[],[],[],[],[],[]
ct_81,:hand-pink-waving::hand-pink-waving::hand-pink-waving:,0,0,1,54,0,0,[],[],[],[],[],[]
ct_85,:face_screaming_in_fear::fire:,0,0,1,30,0,2,"['face-concerned', 'sky & weather']",[61.5],[77.392857],[26.892857],[73.214286],[54.75]
ct_88,:hand-pink-waving::person-turqouise-waving:,0,0,1,43,0,0,[],[],[],[],[],[]
ct_89,i was there. what a night! :party_popper: soooo good!!! :star_struck::musical_notes::collision::musical_notes::smiling_face_with_heart_eyes:,0,1,10,140,0,6,"['emotion', 'event', 'face-affection', 'face-affection', 'music', 'music']","[58.615385, 78.142857]","[70.961538, 49.642857]","[88.807692, 91.464286]","[48.807692, 88.214286]","[62.576923, 41.821429]"
ct_93,:red_heart: :red_heart: ,0,0,2,24,0,2,"['emotion', 'emotion']",[],[],[],[],[]
ct_94,so excited! it's finally moby nite,0,0,6,34,1,0,[],[],[],[],[],[]
ct_95,:face-blue-smiling:,0,0,1,19,0,0,[],[],[],[],[],[]
ct_96,rock the bodies,0,0,3,15,3,0,[],[],[],[],[],[]
ct_98,"been looking forward to watching this, since i saw the event go up!",0,1,13,67,0,0,[],[],[],[],[],[]
ct_100,evening arte concert!,0,0,3,21,0,0,[],[],[],[],[],[]
ct_101,5. flower / find my baby,0,1,6,24,0,0,[],[],[],[],[],[]
ct_103,this guy i just special!!!!,0,1,5,27,0,0,[],[],[],[],[],[]
ct_105,"i guess i am kinda traditional, i love ""praise you"" best ",0,3,11,57,0,0,[],[],[],[],[],[]
ct_107,omg this was filmed on my birthday :grinning_face: ,0,1,8,51,0,1,['face-smiling'],[78.612903],[50.096774],[80.096774],[81.741935],[22.612903]
ct_114,merci arte :revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::revolving_hearts::face_blowing_a_kiss::revolving_hearts::face_blowing_a_kiss::revolving_hearts:,0,0,3,182,0,9,"['emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'emotion', 'face-affection', 'face-affection', 'face-affection']","[66.321429, 66.321429, 66.321429]","[46.607143, 46.607143, 46.607143]","[86.964286, 86.964286, 86.964286]","[83.5, 83.5, 83.5]","[46.357143, 46.357143, 46.357143]"
ct_115,love u all:red_heart:,0,0,3,21,0,1,['emotion'],[],[],[],[],[]
ct_116,"unfortunately he didn't play ""that's when i reach for my revolver"".",0,2,11,67,0,0,[],[],[],[],[],[]
ct_118,12 points from germany tonight,0,0,5,30,0,0,[],[],[],[],[],[]
ct_121,it's great that people are here from everywhere-global arte community in musica,0,0,12,79,0,0,[],[],[],[],[],[]
ct_124,woaw :slightly_smiling_face: ,0,0,2,29,0,1,['face-smiling'],[74.777778],[35.444444],[80.740741],[88.481481],[9.185185]
ct_125,:green_heart::white_heart::red_heart:,0,0,1,37,0,3,"['emotion', 'emotion', 'emotion']",[],[],[],[],[]
ct_127,good music has no frontier !,0,0,6,28,0,0,[],[],[],[],[],[]
ct_130,these singers are dang good,0,0,5,27,0,0,[],[],[],[],[],[]
ct_132,:smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes::smiling_face_with_heart_eyes:,0,0,1,150,0,5,"['face-affection', 'face-affection', 'face-affection', 'face-affection', 'face-affection']","[78.142857, 78.142857, 78.142857, 78.142857, 78.142857]","[49.642857, 49.642857, 49.642857, 49.642857, 49.642857]","[91.464286, 91.464286, 91.464286, 91.464286, 91.464286]","[88.214286, 88.214286, 88.214286, 88.214286, 88.214286]","[41.821429, 41.821429, 41.821429, 41.821429, 41.821429]"
ct_134,gone in 60 seconds,0,0,4,18,0,0,[],[],[],[],[],[]
ct_136,the best day of my year,0,1,6,23,0,0,[],[],[],[],[],[]
ct_137,greetings from ccs-vzla,0,0,3,23,0,0,[],[],[],[],[],[]
ct_138,:partying_face:,0,0,1,15,0,1,['face-hat'],[80.321429],[61.857143],[87.142857],[68.785714],[72.821429]
ct_139,hola moby :face_blowing_a_kiss:,0,0,3,31,0,1,['face-affection'],[66.321429],[46.607143],[86.964286],[83.5],[46.357143]
ct_141,belgium is the best place,0,0,5,25,0,0,[],[],[],[],[],[]
ct_142,te amo :red_heart:,0,0,3,18,0,1,['emotion'],[],[],[],[],[]
ct_143,he's so no frills! just a guy! love you moby for that,0,0,12,53,1,0,[],[],[],[],[],[]
ct_144,yes-having a wonderful time so far,0,0,6,34,1,0,[],[],[],[],[],[]
ct_146,:face-fuchsia-wide-eyes:,0,0,1,24,0,0,[],[],[],[],[],[]
ct_151,nadia :smiling_face_with_hearts::red_heart::red_heart::red_heart::red_heart:,0,0,2,76,0,5,"['emotion', 'emotion', 'emotion', 'emotion', 'face-affection']",[79.75],[42.428571],[90.464286],[87.0],[51.678571]
ct_152,:thumbs_up_light_skin_tone::thumbs_up_light_skin_tone:,0,0,1,54,0,2,[],[],[],[],[],[]
ct_153,:blue_heart:,0,0,1,12,0,1,['emotion'],[],[],[],[],[]
ct_154,:yellow_heart:,0,0,1,14,0,1,['emotion'],[],[],[],[],[]
ct_155,sascha :winking_face:,0,0,2,21,0,1,['face-smiling'],[53.580645],[45.870968],[63.935484],[82.354839],[27.516129]
ct_156,:fire:,0,0,1,6,0,1,['sky & weather'],[],[],[],[],[]
ct_157,i have chills,0,1,3,13,0,0,[],[],[],[],[],[]
ct_159,so lovely i will cry,0,1,5,20,0,0,[],[],[],[],[],[]
ct_160,i love moby and i love the guys of @arte concert for their great performances - thank you - merci! :yougotthis:,0,2,21,111,3,1,[],[],[],[],[],[]
ct_161,"i first heard him, with his awesome punk cd, so deep, but the depth kept all within his music",0,1,19,93,0,0,[],[],[],[],[],[]
ct_162,:blue_heart:,0,0,1,12,0,1,['emotion'],[],[],[],[],[]
ct_163,:yellow_heart:,0,0,1,14,0,1,['emotion'],[],[],[],[],[]
ct_164,anyone have a tissue?,0,0,4,21,0,0,[],[],[],[],[],[]
ct_168,"@arte concert choklate, nadia christine duggin, julie mintz, lady blackbird are the best vovalists on this fcking planet!",0,0,18,121,3,0,[],[],[],[],[],[]
ct_170,"thank you for their names, julian! i didn't know them",0,1,10,53,0,0,[],[],[],[],[],[]
ct_172,"@arte concert you make everytime a great job, thank you for the hellfest as well :slightly_smiling_face: ",0,0,16,105,1,1,['face-smiling'],[74.777778],[35.444444],[80.740741],[88.481481],[9.185185]
ct_173,:face-red-heart-shape:,0,0,1,22,0,0,[],[],[],[],[],[]
ct_174,they look like three angels :clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone:,0,0,6,124,0,3,[],[],[],[],[],[]
ct_176,@dmytro rybak :raised_fist::raised_fist::raised_fist::yellow_circle::blue_circle:,0,0,3,81,0,5,"['geometric', 'geometric', 'hand-fingers-closed', 'hand-fingers-closed', 'hand-fingers-closed']",[],[],[],[],[]
ct_177,"@blackowl @arte concert yeah, everyone gets many delicious moments in music! ",0,0,11,77,1,0,[],[],[],[],[],[]
ct_180,argentina :red_heart:,0,0,2,21,0,1,['emotion'],[],[],[],[],[]
ct_184,nadia again :red_heart::red_heart::red_heart::fearful_face::loudly_crying_face::smiling_face_with_heart_eyes:,0,0,3,109,0,6,"['emotion', 'emotion', 'emotion', 'face-affection', 'face-concerned', 'face-concerned']","[63.666667, 77.038462, 78.142857]","[81.37037, 81.692308, 49.642857]","[23.666667, 14.153846, 91.464286]","[60.62963, 77.230769, 88.214286]","[62.62963, 68.423077, 41.821429]"
ct_186,ignoring er c. will not be provoked in such a peaceful place,0,0,12,60,0,0,[],[],[],[],[],[]
ct_188,@pinguin mutti sure :red_heart: ,0,0,4,32,0,1,['emotion'],[],[],[],[],[]
ct_192,totally block works fine ,0,0,4,25,0,0,[],[],[],[],[],[]
ct_194,@er c you look bad :grinning_face_with_sweat:,0,0,6,45,0,1,['face-smiling'],[47.464286],[48.678571],[68.607143],[89.75],[46.25]
ct_195,stanger things :red_heart:,0,0,3,26,0,1,['emotion'],[],[],[],[],[]
ct_196,i was there on the front row. it was amazing!,0,1,10,45,0,0,[],[],[],[],[],[]
ct_197,:blue_heart:,0,0,1,12,0,1,['emotion'],[],[],[],[],[]
ct_198,:yellow_heart:,0,0,1,14,0,1,['emotion'],[],[],[],[],[]
ct_199,kris russel how fantastic,0,0,4,25,0,0,[],[],[],[],[],[]
ct_200,:face-blue-smiling::hand-pink-waving::face-red-heart-shape::trophy-yellow-smiling::eyes-pink-heart-shape:,0,0,1,105,0,0,[],[],[],[],[],[]
ct_202,moby signed my shirt with over 100 djs from around the world :heart_suit:,0,1,13,73,0,1,['game'],[],[],[],[],[]
ct_203,:face-red-heart-shape:,0,0,1,22,0,0,[],[],[],[],[],[]
ct_204,he's come a long way since his rave/ techno days. i wonder if past moby would approve,0,1,17,85,0,0,[],[],[],[],[],[]
ct_205,same price as everywhere just arriving early haha,0,0,8,49,0,0,[],[],[],[],[],[]
ct_207,:face-blue-smiling::hand-purple-blue-peace:,0,0,1,43,0,0,[],[],[],[],[],[]
ct_208,all standing was the same price,0,0,6,31,0,0,[],[],[],[],[],[]
ct_211,:purple_heart: ,0,0,1,15,0,1,['emotion'],[],[],[],[],[]
ct_214,love this song,0,0,3,14,0,0,[],[],[],[],[],[]
ct_215,this song was from past moby so yes he would approuve ,0,0,11,54,0,0,[],[],[],[],[],[]
ct_216,:red_heart:,0,0,1,11,0,1,['emotion'],[],[],[],[],[]
ct_218,:raising_hands::raising_hands::raising_hands:,0,0,1,45,0,3,"['hands', 'hands', 'hands']",[],[],[],[],[]
ct_220,:red_heart: ,0,0,1,12,0,1,['emotion'],[],[],[],[],[]
ct_221,i don't mind the music but moby with a guitar?,0,1,10,46,0,0,[],[],[],[],[],[]
ct_223,definitely he'd agree,0,0,3,21,0,0,[],[],[],[],[],[]
ct_224,trop beau,0,0,2,9,0,0,[],[],[],[],[],[]
ct_225,he was first a guitar player before dj ,0,0,8,39,0,0,[],[],[],[],[],[]
ct_229,quite a large venue for small belgium :grinning_face:,0,0,8,53,0,1,['face-smiling'],[78.612903],[50.096774],[80.096774],[81.741935],[22.612903]
ct_230,his most famous works use guitar,0,0,6,32,0,0,[],[],[],[],[],[]
ct_231,he always play the guitar ,0,0,5,26,0,0,[],[],[],[],[],[]
ct_232,the best song ever ,0,0,4,19,0,0,[],[],[],[],[],[]
ct_235,has he played when its cold outside i want to die yet,0,1,12,53,0,0,[],[],[],[],[],[]
ct_238,madre mia moby live :smiling_face_with_hearts::star_struck:,0,0,5,59,0,2,"['face-affection', 'face-affection']","[79.75, 58.615385]","[42.428571, 70.961538]","[90.464286, 88.807692]","[87.0, 48.807692]","[51.678571, 62.576923]"
ct_240,fantastic reworking :musical_notes::clapping_hands_medium-light_skin_tone:,0,0,3,74,0,1,['music'],[],[],[],[],[]
ct_244,moby came out of the punk scene with the vatican commandos primarely,0,0,12,68,0,0,[],[],[],[],[],[]
ct_251,:raising_hands_medium-light_skin_tone:merci beaucoup @arte concert ✓:musical_notes::revolving_hearts::musical_notes::smiling_face_with_hearts::musical_notes: thanks :thumbs_up_medium-light_skin_tone::folded_hands_medium-light_skin_tone::musical_notes::clapping_hands_medium-light_skin_tone::clapping_hands_medium-light_skin_tone:,0,0,7,329,1,6,"['emotion', 'face-affection', 'music', 'music', 'music', 'music']",[79.75],[42.428571],[90.464286],[87.0],[51.678571]
ct_253,the staging of this is grandiose,0,0,6,32,0,0,[],[],[],[],[],[]
ct_254,this woke version actually sounds good,0,0,6,38,0,0,[],[],[],[],[],[]
ct_259,i like the original more,0,1,5,24,0,0,[],[],[],[],[],[]
ct_260,:hand-orange-covering-eyes:,0,0,1,27,0,0,[],[],[],[],[],[]
ct_263,"wtf ., ""woke"" :pleading_face::face_exhaling:",0,0,4,44,0,2,"['face-concerned', 'face-neutral-skeptical']",[60.038462],[68.576923],[50.884615],[66.269231],[65.730769]
ct_265,"what life would be without the songs or dance what are we, so i say thank you for the music giving it to me ",1,2,24,108,0,0,[],[],[],[],[],[]
ct_266,mouaif...bof bof,0,0,2,16,0,0,[],[],[],[],[],[]
ct_267,her voice is boring / standard and to loud - no atmosphere,0,0,12,58,0,0,[],[],[],[],[],[]
ct_269,yes we love it,1,0,4,14,0,0,[],[],[],[],[],[]
ct_275,where are the strings :(?,0,0,5,25,0,0,[],[],[],[],[],[]
ct_276,:hot_beverage: cheers got my porcelain at hand:face-turquoise-drinking-coffee:,0,1,7,78,0,1,['drink'],[],[],[],[],[]
ct_277,y south side????,0,0,3,16,0,0,[],[],[],[],[],[]
ct_278,:face-red-heart-shape::face-red-heart-shape::face-red-heart-shape:,0,0,1,66,0,0,[],[],[],[],[],[]
ct_280,ok merci @arte concert. :red_heart:,0,0,5,35,1,1,['emotion'],[],[],[],[],[]
ct_281,i didn't recognize it without the strings sample,0,1,8,48,0,0,[],[],[],[],[],[]
ct_283,so this is goodbye,0,0,4,18,0,0,[],[],[],[],[],[]
ct_284,:beaming_face_with_smiling_eyes:,0,0,1,32,0,1,['face-smiling'],[87.290323],[54.064516],[85.096774],[84.064516],[26.774194]
ct_285,moby for president,0,0,3,18,0,0,[],[],[],[],[],[]
ct_287,i assume the strings will appear at some point...,0,1,9,49,0,0,[],[],[],[],[],[]
ct_291,"yeah there are strings onstage, in previous numbers",0,0,8,51,0,0,[],[],[],[],[],[]
ct_292,i was there in torhout!,0,1,5,23,0,0,[],[],[],[],[],[]
ct_294,piano :musical_keyboard: strings :winking_face:,0,0,4,47,0,2,"['face-smiling', 'musical-instrument']",[53.580645],[45.870968],[63.935484],[82.354839],[27.516129]
ct_295,the beach,0,0,2,9,0,0,[],[],[],[],[],[]
ct_296,we need the strings...,1,0,4,22,0,0,[],[],[],[],[],[]
ct_298,i hear strings now,0,1,4,18,0,0,[],[],[],[],[],[]
ct_300,you happy now :smiling_face::musical_notes:,0,0,4,43,0,2,"['face-affection', 'music']",[83.461538],[19.269231],[87.5],[90.961538],[37.0]
ct_303,:eyes-pink-heart-shape: this bit is magical :eyes-pink-heart-shape:,0,0,6,67,0,0,[],[],[],[],[],[]
ct_304,:transgender_symbol::rainbow_flag::purple_square::blue_square::green_square::yellow_square::orange_square::red_square::seedling:,0,0,1,128,0,9,"['flag', 'gender', 'geometric', 'geometric', 'geometric', 'geometric', 'geometric', 'geometric', 'plant-other']",[],[],[],[],[]
ct_305,it's not quite the original sample,0,0,6,34,0,0,[],[],[],[],[],[]
ct_307,cello makes everything more lovely,0,0,5,34,0,0,[],[],[],[],[],[]
ct_310,it's not quite the original era ... happy 2024:smiling_face::face-turquoise-covering-eyes::hand-purple-blue-peace::face-blue-heart-eyes:,0,0,9,136,0,1,['face-affection'],[83.461538],[19.269231],[87.5],[90.961538],[37.0]
ct_311,backs vocals :ok_hand:,0,0,3,22,0,1,['hand-fingers-partial'],[],[],[],[],[]
